name;url;category
HAAS;https://patentscope.wipo.int/search/de/ad5f5660-3c64-4900-8d56-8586cb4581be/rss.xml;WIPO
HAMUEL Reichenbacher;https://patentscope.wipo.int/search/de/35f5e50d-3774-4471-9cf2-3b938031a667/rss.xml;WIPO
HEDELIUS;https://patentscope.wipo.int/search/de/7c94f70e-4a90-4441-bf1b-461094bc2c10/rss.xml;WIPO
Heinrich Georg;https://patentscope.wipo.int/search/de/936e77ca-40d2-47b5-9c0f-b1a4ad915750/rss.xml;WIPO
HERMLE;https://patentscope.wipo.int/search/de/3c60adb9-83c3-4e70-a796-4358e8a19f55/rss.xml;WIPO
HORKOS;https://patentscope.wipo.int/search/de/22bce0b1-20a0-4ec5-bc31-84002410c033/rss.xml;WIPO
HÜLLER HILLE;https://patentscope.wipo.int/search/de/beb5307a-a7d7-4866-bbd4-4f94f0740f67/rss.xml;WIPO
HURCO;https://patentscope.wipo.int/search/de/99b8b34f-f9d6-4b3e-bf76-dd0315f7b2c9/rss.xml;WIPO
HWACHEON;https://patentscope.wipo.int/search/de/02324e2c-d7cc-402a-ad36-39124ef46d9f/rss.xml;WIPO
INDEX Werke;https://patentscope.wipo.int/search/de/75b47e1b-cb00-45cb-aa82-36950434e252/rss.xml;WIPO
MAG IAS;https://patentscope.wipo.int/search/de/daeadd12-d60f-46e3-9758-34fc15d5a7ed/rss.xml;WIPO
MAKINO;https://patentscope.wipo.int/search/de/b2931478-dbf8-4ac1-a3ef-6bf9a552bc06/rss.xml;WIPO
MATEC GmbH;https://patentscope.wipo.int/search/de/6484bea6-b386-49cd-9631-9befa258a248/rss.xml;WIPO
MAZAK;https://patentscope.wipo.int/search/de/c7a2cf30-7fd7-4fe6-ac6d-9276410a03e5/rss.xml;WIPO
MURATA;https://patentscope.wipo.int/search/de/d29fecba-9ecc-40a6-a3c3-c8e9214ea770/rss.xml;WIPO
NAKAMURA TOME;https://patentscope.wipo.int/search/de/43ae759a-8609-43b7-b6ba-bb68ecedf0e9/rss.xml;WIPO
NILES SIMMONS;https://patentscope.wipo.int/search/de/efdc2f44-d85f-427a-819d-128838143b1e/rss.xml;WIPO
NSH;https://patentscope.wipo.int/search/de/a4c44785-dbc7-4019-85c4-77b4b64bda3e/rss.xml;WIPO
OKUMA;https://patentscope.wipo.int/search/de/1ec84c7b-a50a-4c64-bbf7-14851d28dc36/rss.xml;WIPO
Pittler;https://patentscope.wipo.int/search/de/d6d09a9c-8eec-4fc8-8b20-fefec6c0d65a/rss.xml;WIPO
PRÄWEMA;https://patentscope.wipo.int/search/de/89ea1ee6-b786-4b6d-8167-44c5afbc8dbb/rss.xml;WIPO
PROMOT;https://patentscope.wipo.int/search/de/37a6fb7c-e9c4-4f46-9962-7cab72a663e8/rss.xml;WIPO
SAUTER;https://patentscope.wipo.int/search/de/010911af-f2bc-413a-88cc-65b9030739fa/rss.xml;WIPO
Schwäbische WZM;https://patentscope.wipo.int/search/de/1de9e30e-bd4c-43cc-be24-6e0a8b6e5895/rss.xml;WIPO
SHW Werkzeugmaschinen;https://patentscope.wipo.int/search/de/111b2ee7-6491-42d9-ba7b-dbed48c40286/rss.xml;WIPO
SORALUCE;https://patentscope.wipo.int/search/de/7581283a-81c3-4db3-9cef-bc68c180acd5/rss.xml;WIPO
STAMA;https://patentscope.wipo.int/search/de/906b7a4f-28d8-4fd7-9221-152ae7a3bb21/rss.xml;WIPO
STARRAG;https://patentscope.wipo.int/search/de/40188fb4-fc5a-4c93-b990-dfebc16f9754/rss.xml;WIPO
TRAUB;https://patentscope.wipo.int/search/de/851c3d6b-aaab-4004-80ff-4bb1f335b0af/rss.xml;WIPO
WEISSER;https://patentscope.wipo.int/search/de/096dec48-d99f-4056-9d24-6a1afa4fafbf/rss.xml;WIPO
WIA Machine Tools;https://patentscope.wipo.int/search/de/2771c1f7-4fad-4e9f-bf6e-61691bc9921f/rss.xml;WIPO
WITTENSTEIN;https://patentscope.wipo.int/search/de/d0b3f6d9-e78d-445d-a9aa-efbf47615903/rss.xml;WIPO
B23 Austria 24-36;https://patentscope.wipo.int/search/de/cf8aecbf-7353-497a-a4ca-17df5a031f99/rss.xml;WIPO
B23 Germany 24-36;https://patentscope.wipo.int/search/de/a662fb8a-78f2-4fec-8a9e-e0d3b892da8f/rss.xml;WIPO
